"Code Reference"," English"," Arabic"
"FLAG_SAUDI5_NAME "," علم السعودية"," Saudi Flag"
"FLAG_SYRIA_NAME "," علم سوريا"," Syria Flag"
"FLAG_UAE_NAME "," علم الإمارات العربية المتحدة"," Uae Flag"
"FLAG_UMMALQUWAIN_NAME "," علم أم القوين"," Umm al-Quwain"
"Notification_ATTACK "," تمت مداهمة قريتك من قبل"," Your village was raided by"
"PopupLinkDevice_CreateProfile_Title "," أنشئ ملف تعريف"," New Account"
"PopupLinkDevice_CreateProfile_EmailAddress "," البريد الإلكتروني:"," Email"
"PopupLinkDevice_CreateProfile_CreatePassword "," كلمة السر:"," Password"
"PopupLinkDevice_CreateProfile_ConfirmPassword "," تأكيد كلمة السر:"," Confirm Password"
"PopupLinkDevice_CreateProfile_BtnSubmit "," إرسال"," Create Account"
"PopupLinkDevice_LoadProfile_ResetPasswordInfo "," بمجرد ضغطك على 'إرسال' سيتم إرسال رمز تأكيد إلى العنوان بأعلى، والذي تحتاج إلى إدخاله في الصفحة التالية."," Enter the reset code sent to your email and your new password above."
"PopupLinkDevice_MainScene_Title "," ربط الجهاز"," Account"
"PopupLinkDevice_MainScene_CreateProfile "," أنشئ ملف تعريف"," New Account"
"PopupLinkDevice_MainScene_LoadProfile "," تحميل ملف التعريف"," Manage Account"
"PopupLinkDevice_MainScene_Info1 "," أنشئ ملف تعريف لربط جهازين أو لعمل نسخة احتياطية للعبتك ليتم تحميلها فيما بعد."," Keep your progress safe and accessible for you on multiple devices by creating an email account."
"PopupLinkDevice_MainScene_Info2 "," حَمِّل لعبتك من نقطة سابقة، أو حول إنجازاك السابق إلى جهازٍ جديدٍ."," Load an existing account to this device or reset your password."
"PopupLinkDevice_LoadProfile_Title "," تحميل ملف التعريف"," Manage Account"
"PopupLinkDevice_LoadProfile_Warning "," تحذير!"," Warning!"
"PopupLinkDevice_LoadProfile_WarningInfo "," تحميل لعبتك من ملف بياناتك سيقوم بالكتابة على لعبتك الحالية. هل أنت متأكد من أنك تريد الاستمرار؟"," Loading another account to your device will overwrite your current game."
"PopupLinkDevice_LoadProfile_BtnLoad "," التحميل"," Load Account"
"PopupLinkDevice_LoadProfile_Info "," تحذير: تحميل البيانات من ملف بياناتك سيقوم بالكتابة على لعبتك الحالية."," Warning: Loading data from your profile will overwrite your current game."
"PopupLinkDevice_LoadProfile_BtnResetPassword "," إعادة تعيين كلمة السر"," Reset Password"
"PopupLinkDevice_LoadProfile_BtnEnterResetPassword "," أدخل كلمة السر الجديدة"," Already Have Code"
"PopupLinkDevice_LoadProfile_ResetPassword_Title "," إعادة تعيين كلمة السر"," Reset Password"
"PopupLinkDevice_LoadProfile_PasswordResetCode "," رمز إعادة تعيين كلمة السر:"," Reset Code"
"ConnectionLost_Title "," فُقِدَ الاتصال"," Connection Lost"
"ConnectionLost_AnotherDeviceConnecting "," هناك جهازٌ آخرٌ متصلٌ بهذه القرية."," Another device is connecting to this village."
"InvalidVersion_Title "," النسخة قديمة"," Update Required"
"InvalidVersion_Update "," هل تريد تحديث اللعبة؟"," You need to update the game in order to play."
"TribeTournament_1st "," الأول"," 1st"
"TribeTournament_2nd "," الثاني"," 2nd"
"TribeTournament_3rd "," الثالث"," 3rd"
"Error_Data_Not_Found "," لم يتم العثور على البيانات"," Data not found"
"Error_DATA_EXPIRED "," خطأ غير معروف"," Unknown error"
"Error_DB_SQL "," خطأ غير معروف"," Unknown error"
"Error_DB_CONNECTION "," خطأ غير معروف"," Unknown error"
"Error_EMAIL_EXISTS "," هذا البريد الالكتروني مستخدم"," Email already exists"
"Error_EMAIL_INVALID "," بريد إلكتروني غير صالح"," Invalid email"
"Error_EMAIL_PASSWORD_INVALID "," كلمة سر غير صالحة"," Invalid password"
"Error_CREATE_SFS_ROOM "," لا يمكن إنشاء غرفة"," Cannot create room"
"Error_DATA_NOT_SAVED "," لا يمكن حفظ البيانات"," Cannot save data"
"Error_NOT_CLAN_OWNER "," أنت لست أمير قبيلة"," You are not tribe emir"
"Error_CANNOT_LOGIN_ROOM "," لا يمكن تسجيل الدخول إلى القبيلة. من فضلك حاول مرة أخرى لاحقاً"," Cannot login to tribe. Please try again later"
"Error_CLAN_IS_CLOSED "," القبيلة مغلقة"," Tribe is closed"
"Error_NOT_ENOUGH_TROPHIES_TO_JOIN_CLAN "," ليس لديك خناجر كافية للانضمام إلى هذه القبيلة"," You don't have enough daggers to join this tribe"
"Error_CLAN_PERMISSION_LOWER_ROLE "," ليس لديك أحقية قبلية لفعل ذلك"," You do not have tribe right to do it"
"Error_CLAN_NO_NEW_ROLE "," لا يمكن تخصيص نفس الدور القبلي"," Cannot assign the same tribe role"
"Error_CLAN_NOT_MATCH "," القبيلة غير مطابقة"," Tribe is not matched"
"Error_CLAN_INVALID_ROLE "," دور قبلي غير صحيح"," Invalid tribe role"
"Error_CLAN_REQUEST_TOO_CLOSE "," الطلب قريب جداً. يُرجى المحاولة مرة أخرى بعد 20 دقيقة"," Request is too close. Please try again after 20 mins"
"Error_CLAN_ALREADY_JOINED "," أنت في هذه القبيلة حالياً"," Player is already in tribe"
"Error_CLAN_IS_FULL "," القبيلة كاملة العدد"," Tribe is full"
"Error_CLAN_MESSAGE_HANDLER "," لا يمكن التعامل مع رسالة القبيلة"," Cannot handle tribe message"
"Error_PUSH_IS_NOT_CONFIGURED "," الدفع غير مُهيأ بشكل صحيح‏"," Push is not configured correctly"
"Error_UNIT_NOT_FOUND "," لم يتم العثور على الوحدة"," Unit not found"
"Error_NOT_ENOUGH_TROOPS_TO_DONATE "," ليس هناك ما يكفي من القوات للتبرع"," Not enough troops to donate"
"Error_CLAN_CASTLE_NOT_ENOUGH_SPACE "," مجلس القبيلة ليس لديه مساحة كافية"," Tribe Majlis does not have enough space"
"Error_DONATE_MAX "," لا يمكن التبرع بالمزيد"," Cannot donate more"
"Error_SHIELD_IS_ACTIVE "," لا يمكن الهجوم! القرية لديها درع نشط."," Can't attack! Village has active armor."
"Error_USER_ONLINE "," لا يمكن الهجوم! صاحب القرية متصلٌ بالإنترنت."," Can't attack! Village owner is online."
"Error_BEING_ATTACKED "," المستخدم يتعرض لهجوم"," User is being attacked"
"Error_INVALID_EMAIL_RESET_CODE "," رمز إعادة تعيين غير صالح"," Invalid reset code"
"Error_RESET_PASSWORD_TOO_CLOSE "," كلمة السر المعاد تعيينها قريبة جداً"," Reset password too close"
"Error_INVALID_VERSION "," إصدار اللعبة غير صالح. يرجى تحديث اللعبة إلى آخر إصدار."," Invalid game version. Please update to the latest version of the game."
"Error_INVALID_PRODUCT_ID "," منتج مشترًى غير صالح"," Invalid purchase product ID"
"Error_INVALID_PURCHASE "," شراء غير صالح"," Invalid purchase"
"Error_HACK "," غير متزامن"," Out of Sync"
"Error_UNKNOWN "," خطأ غير معروف"," Unknown error"
"Error_ATTACK_SAME_CLAN "," لا يمكن مهاجمة عضو القبيلة"," Cannot attack tribe member"
"Error_USER_NOT_FOUND "," لم يتم العثور على المستخدم"," User is not found."
"Error_CLAN_NOT_FOUND "," لم يتم العثور على القبيلة"," Tribe is not found."
"Error_CLAN_CASTLE_IS_BROKEN "," لا يمكن توجيه الدعوة، فاللاعب ليس لديه مجلس قبيلة!"," Can't invite, player does not have a Tribe Majlis!"
"Error_CLAN_INVITE_FULL "," لا يمكن توجيه الدعوة، فصندوق بريد اللاعب ممتلئ!"," Can't invite, player's inbox is full!"
"Error_CLAN_INVITER_NOT_FOUND "," العضو الذي دعاك لم يعد في القبيلة."," Member that invited you is no longer in the tribe."
"Error_CLAN_INVITER_NOT_ENOUGH_RIGHT "," تم تخفيض صلاحيات الذي دعاك."," Member that invited you has been demoted."
"Error_CLAN_INVITATION_NOT_FOUND "," لم يتم العثور على القبيلة."," Tribe is not found."
"Error_CLAN_WRONG_POLICY "," غير قادر على الانضمام. تغيرت سياسة القبول التابعة للقبيلة."," Unable to join. Tribe changed admittance policy."
"Error_CLAN_CANNOT_JOIN "," لا يمكن الانضمام للقبيلة."," Cannot join tribe."
"Error_CLAN_USER_ALREADY_JOINED "," أنت في هذه القبيلة حالياً"," Player has already joined tribe."
"Error_CLAN_MESSAGE_TOO_CLOSE "," رسالة القبيلة قريبة جداً"," Tribe message is too close."
"HandleUpdateApp_Title "," حدّث!"," Update!"
"HandleUpdateApp_Info "," يوجد إصدار جديد. هل تريد التحديث؟"," New version is available. Update?"
"InviteClan_Title "," هل تقبل دعوة القبيلة؟"," Accept Tribe Invitation?"
"BtnInvite "," توجيه الدعوة"," Invite"
"TextReplay "," إعادة"," Replay"
"TextVs "," ضد"," Vs"
"BtnSendMail "," إرسل البريد"," Send Mail"
"BtnTribe "," القبيلة"," Tribe"
"Dialogue_00 "," فارس، جواسيسنا لحقوا الكولونيل جورج إلى حصنهم ..."," Faris, our spies followed the Colonials back to their fort..."
"Dialogue_01 "," وشافوا الكولونيل يجتمع مع جنود من الجيش الأسود!"," And saw the Colonel meeting with soldiers from the Black Army!"
"Dialogue_02 "," هالاستغلالي الوقح يلعب على الحبلين!"," The shameless opportunist is selling to both sides!"
"Dialogue_03 "," إذا هاجمنا الكولونيل ممكن نعرف مكان قاعدة الجزار ونقطع عنه الأسلحة."," If we attack the Colonial Colonel, we can learn the location of the Butcher's hideout AND cut off his weapon supply."
"Dialogue_04 "," أصدر أوامرك وخل نهاجم الكولونيل..."," Just give the word, and we will attack the Colonial Colonel and continue your quest for justice..."
"Dialogue_05 "," درّب جيشك و أرسلهم إذا جهزوا!"," Train your army, and send them out when you're ready!"
"Dialogue_06 "," أنت! ماذا يحدث؟"," You! What is the meaning of this?"
"Dialogue_07 "," فضحناك، يا الخبيث!"," We sniffed you out, you snake! You're selling arms to the Butcher - the man who killed my family!"
"Dialogue_08 "," جا الوقت اللي تقابل فيه ربك!"," Time to get what's coming to you."
"Dialogue_09 "," هاه! ستسحق أسلحتنا جيشك المثير للشفقة!"," Hah! Our guns will crush your pathetic excuse for an army!"
"Dialogue_10 "," لازم نطور الجيش والمعسكر، حتى نقدر نرسل جيش قوي!"," Oh no! We need to upgrade our troops and army camps, so we can send a more powerful army!"
"Dialogue_11 "," فارس! جيشنا قبض على الجنرال جورج!"," Faris, we've captured the Colonial Colonel!"
"Dialogue_12 "," الحقير! يحسب إنه يقدر يبيع أسلحة للجزار ويهرب بسهولة..."," The scoundrel thought he could get away with selling guns to the man who killed your family..."
"Dialogue_13 "," خل نسمعه."," Shall we see what he has to say for himself?"
"Dialogue_14 "," فارس، إذا تبي تكتسب حلفاءً جدداً، إما إنك تنضم إلى قبيلة أو تكوّن لك وحدة."," Faris, if you want to gain new allies to help with raids and protecting the VILLAGE, you must either join a Tribe or start one of your own."
"Dialogue_15 "," لكن مجلسنا قديم ومتهالك."," But our majlis is old and rundown."
"Dialogue_16 "," ولا عندك مكان يواجه تقهوي فيه الرجال!"," There's no place in the Village suitable to host other Tribesmen!"
"Dialogue_17 "," ههالخرابة ما تكفي. وش تبي يقولون الناس عنا؟"," That simply will not do. What will people say about us?"
"Dialogue_18 "," قبل ما تنضم لأي قبيلة أو تكوّن لك وحدة جديدة، لازم ترمم المجلس. أبوك كان يكرم الضيف، وما عاش اللي يقول عنك وعن أبوك إنك منتب كريم!"," Before you can join or create a Tribe, we must repair the Majlis, so we can host in style!"
"Dialogue_19 "," الأمر راجع لك، لكن أنا أشوف إنك ترمم المجلس بأسرع وقت ممكن."," Of course it's your decision when to fix it, but I say the sooner the better..."
"Dialogue_20 "," فارس الرجال اكتشفو موقع قاعدة الجزار!"," Faris, our men finally located The Butcher's base!"
"Dialogue_21 "," أنصحك أن يصير عندك حلفاء يساعدونك في توفير المزيد من القوات ليكون جيشك أكبر وراح تكون عندك فرصة أكبر لهزيمة الجزار."," You don't have to, but I recommend you have allies who can assist with more troops so your army will have a fighting chance against The Butcher."
"Dialogue_22 "," اصدر أمرك وراح نهاجم قاعدته..."," Just give the word and we'll attack his base..."
"Dialogue_23 "," درّب الجيش وهاجم إذا شفت إنك جاهز!"," Train an army and attack when you're ready!"
"Dialogue_24 "," جا الوقت اللي تنتقم فيه من الجزار!"," It's time The Butcher paid for what he did to your family!"
"Dialogue_25 "," ما هذا؟ الفار جاي يتحدى العقرب..."," What have we here? Another desert rat who thinks he can challenge a scorpion..."
"Dialogue_26 "," اعقب! يبي لنا جيش أقوى! وين الحلفاء؟"," Oh no! We need a more powerful army! Maybe our allies can help?"
"ChatPanel_AcceptedToTribe "," تم قبولها من قبل ~name~"," was accepted to the tribe by ~name~"
"BtnWaitToSendMail "," البريد سيأتي بعد:"," Next mail in:"
"FlyText_WaitToSendMai "," انتظر قبل الشروع في إرسال بريد مرة أخرى"," You need to wait before sending mail again"
"Resource_GOLD_plural "," ذهب"," Gold"
"Resource_WATER_plural "," مياه"," Water"
"Resource_GEM_plural "," لآلئ"," Pearls"
"Resource_DARK_WATER_plural "," بترول"," Oil"
"Invite_success "," تم إرسال الدعوة بنجاح!"," Invite sent successfully!"
"SFSConnector_ConnectionError "," خطأ في الاتصال"," Connection Error"
"SFSConnector_ConnectionErrorInfo "," غير قادر على الاتصال بالسيرفر. راجع اتصالك بالإنترنت وحاول مرة أخرى."," Unable to connect with server. Check your internet connection and try again."
"SFSConnector_BtnTryAgain "," حاول مرة أخرى"," Try Again"
"TextError "," خطأ"," Error"
"SFSConnector_PurchasePearlSuccessfully "," لقد قمت بشراء ~name~ بنجاح!"," You have purchased ~name~ successfully!"
"GameVersion "," Lumba, Inc. 2014. Build: ~info~"," Lumba, Inc. 2014. Build: ~info~"
"LoadingComicLabel "," تحميل"," Loading"
"ResetPassword_Code "," تم إعادة تعيين كلمة المرور إلى"," Your reset password code is"
"ResetPassword_Code_Title "," فزعة - إعادة تعيين كلمة المرور"," Tribal Rivals - Reset Password Code"
"ResetPassword_Code_Email "," donotreply@lum.ba"," donotreply@lum.ba"
"InfoBarRow_REGEN_TIME_SPELL "," وقت التجدد: ~firstValue~~connectCharacter~~secondValue~ ثانية"," Regeneration Time: ~firstValue~~connectCharacter~~secondValue~ Seconds"
"InfoBarRow_TRAINING_CAPACITY "," إجمالي قدرة القوات: ~firstValue~~connectCharacter~~secondValue~"," Training Capacity: ~firstValue~~connectCharacter~~secondValue~"
"LoadingBarText "," تحميل: ~packetName~..."," Downloading: ~packetName~..."
"DOWNLOADING_PACKET_AUDIO "," الصوت و الموسيقى"," sounds + music"
"DOWNLOADING_PACKET_UI "," واجهة المستخدم"," user interface"
"DOWNLOADING_PACKET_RESOURCES "," المباني والجيوش"," art"
"LoadingBarText_loadingData "," تحميل اللعبة ..."," Loading game…"
"LoadingBarText_loadingClanInfo "," تحميل القبائل ..."," Loading tribes..."
"Error_CLAN_CANNOT_JOIN_MEMBER_DEMOTED "," لا يمكنك الانضمام إلى القبيلة. تم تخفيض صلاحيات الذي دعاك."," Cannot join tribe. Member that invited you has been demoted."
"Error_CLAN_CANNOT_JOIN_INVITER_NOT_IN_CLAN "," لا يمكنك الانضمام إلى القبيلة. العضو الذي دعاك لم يعد في القبيلة."," Cannot join tribe. Member that invited you is no longer in the tribe."
"FightScreen_Wrapper_WinTrophy "," إذا فزت"," Win"
"Error_CLAN_IS_BANNED "," ممنوع من الانضمام . لقد طردت من هذه القبيلة."," Unable to join. You've been banned from this tribe."
"InfoBarRow_LOADING_COST "," التكلفة: ~firstValue~~connectCharacter~~secondValue~ من المياه"," Loading Cost: ~firstValue~~connectCharacter~~secondValue~ water"
"UIPopupConfirm_CancelUpgradeBuilding "," إلغاء البناء سيعيد إليك 50٪ فقط من التكلفة."," Do you really want to stop upgrading ~buildingName~? Only 50% off the cost will be refunded."
"FlyText_PurchaseGemIsPending "," يرجى الانتظار. الصفقة معلقة."," Please wait. Transaction is pending."
"FlyText_RequestJoinIsAccepted "," أنت الآن عضو في قبيلة ~clanName~"," You are now a member of tribe ~clanName~"
"FlyText_CreateClanSucceeded "," لقد تأسست بنجاح قبيلة جديدة!"," You have successfully founded a new tribe!"
"PopupTraining_LblStopped "," توقف!"," Stopped!"
"Error_CLAN_FEATURE_OF_USER_IS_LOCKED "," هذه العملية غير متوفره حالياً."," This action is currently unavailable for this user."
"Error_CLAN_FEATURE_OF_YOU_IS_LOCKED "," هذه العملية غير متوفره حالياً. يرجى المحاولة مرة أخرى في وقت لاحق أو مراسلة الدعم الفني."," This action is currently unavailable. Please try again later or email customer support."
"Inbox_CLAN_FEATURE_IS_LOCKED "," خاصية القبائل مقفولة حالياً. يرجى مراسلة الدعم الفني للتفاصيل."," Tribe features have been locked. Please email customer support for more details."
"Inbox_CLAN_FEATURE_IS_UNLOCKED "," مبروك! خاصية القبيلة متاحة لك الآن."," Congratulations! Tribe features are now available."
"ChatPanel_Admin "," لمبة"," Lumba"
"UIPopupConfirm_Title_CancelBoosting "," أنهي التسريع؟"," End Boost?"
"UIPopupConfirm_CancelBoosting "," ورفع بناء انهاء دفعة. هل أنت متأكد؟"," Upgrading the building will end the boost. Are you sure?"
"SIGNATURE_UTC_TIME "," UTC Time"," UTC Time"
"SIGNATURE_CLIENT_VERSION "," Client Version"," Client Version"
"SIGNATURE_SFS_VERSION "," SFS Version"," SFS Version"
"SIGNATURE_PLAYER_ID "," PlayerID"," PlayerID"
"SIGNATURE_CATEGORY "," Category"," Category"
"SIGNATURE_LANGUAGE "," Language"," Language"
"SIGNATURE_DEVICE_TYPE "," DeviceType"," DeviceType"
"SIGNATURE_OS_VERSION "," OS Version"," OS Version"
"SIGNATURE_VILLAGE_NAME "," Village's Name"," Village's Name"
"Inbox_CLAN_FEATURE_OF_YOU_IS_UNLOCKED "," مبروك! خاصية القبيلة متاحة لك الآن."," Congratulations! Tribe features are now available."
"WaitForJoiningText "," إنضمام للقبيلة. يرجى الانتظار ..."," Joining tribe. Please wait..."
"SERVER_UNDER_MAINTAINANCE "," السيرفر تحت الصيانة. يرجى العودة في وقت لاحق."," Server is under maintenance. Please come back later."
"NotEnough_Label_Interact_Higher_Version "," اللاعب لديه نسخة أحدث من اللعبة. يرجى تحديث لعبتك للتفاعل معه."," The player has newer version of the game. You need to update your game to interact with them."
"NotEnough_Label_Interact_Lower_Version "," اللاعب لديه نسخة قديمة من اللعبة. لا يمكنك التفاعل معه في هذا الوقت."," The player has older version of the game. You cannot interact with them at this time."
"Hack_Title "," خطأ في اللعبة"," Game State Error"
"Hack_Description "," يبدو وكأنه كان هناك خطأ في اللعبة. الرجاء إعادة تشغيل اللعبة لإصلاح الخطأ."," It seems like there was an error in your game state. Please restart the game to fix the error."
"FirstStart_UsernameExists "," هذا الاسم مأخوذ. الرجاء إدخال اسم آخر."," Name already exists. Please enter a unique name."
"Notification_Reward "," مبروك! قبيلتك كانت من أفضل 3 قبائل في البطولة. لقد فزت بلآلئ!"," Congratulations! Your tribe placed top 3 in the tournament and you won pearls!"
"PopupLinkDevice_LoadProfile_SendResetPasswordCodeInfo "," أضف بريد إلكتروني آخر لاستخدامه مع هذا الحساب"," Send a reset code to your email to reset your password."
"PopupLinkDevice_MainScene_BtnNewLink "," إربط البريد الإلكتروني الجديد"," Link New Email"
"PopupLinkDevice_MainScene_AccountInfo "," حساب : ~username~"," Account: ~username~"
"PopupLinkDevice_MainScene_EmailInfo "," البريد الإلكتروني : ~email~"," Email: ~email~"
"PopupLinkDevice_CreateProfile_NewLinkTitle "," إربط البريد الإلكتروني الجديد"," Link New Email"
"PopupLinkDevice_CreateProfile_OldPassword "," كلمة المرور القديمة"," Old Password"
"PopupLinkDevice_CreateProfile_NewEmail "," البريد الالكتروني الجديد"," New Email"
"PopupLinkDevice_CreateProfile_NewPassword "," كلمة المرور الجديدة"," New Password"
"PopupLinkDevice_CreateProfile_ConfirmNewPassword "," أكد كلمة المرور الجديدة"," Confirm New Password"
"PopupLinkDevice_CreateProfile_OldPasswordIsNotCorrect "," كلمة المرور القديمة غير صحيحة"," Old Password Is Not Correct"
"IAP_Verify_With_Server "," "," "
"IAP_Waiting_for_Apple "," "," "
"PopupLinkDevice_CreateProfile_OldPasswordEmpty "," الرجاء إدخال كلمة السر القديمة"," Please enter your old password."
"PopupLinkDevice_CreateProfile_OldPasswordNotCorrect "," كلمة السر القديمة غير صحيحة"," Your old password is not correct."
"PopupLinkDevice_MainScene_NoLinkedDeviceText "," ليس لديك حساب مرتبط"," No Linked Account"
"PopupLinkDevice_CreateProfile_NewEmailSameOldEmail "," البريد الإلكتروني الجديد لا يختلف عن البريد الإلكتروني القديم"," Emails do not match!"
"SIGNATURE_BUILD_DATE "," Build Date"," Build Date"
"PopupResearch_MaxLevelText "," أقصى مستوى"," Max Level"
"PopupLinkDevice_MainScene_CurrentAccountText "," الحساب الحالي"," Current Account"
"PopupLinkDevice_CreateProfile_ForgotPassword "," هل نسيت كلمة المرور؟"," Forgot Password?"
"PopupLinkDevice_CreateProfile_ConfirmEmail "," تأكيد البريد الإلكتروني"," Confirm Email"
"Connecting_To_Server "," الاتصال بالسيرفر"," Connecting to server..."
"SIGNATURE_BUILD_NUMBER "," Build Number"," Build Number"
"TextOK "," حاول مرة أخرى"," Try Again"
"TextMaintainTitle "," السيرفر تحت الصيانة."," Game is Under Maintenance"
"TextMaintain "," السيرفر تحت الصيانة. يرجى العودة في وقت لاحق."," Sorry, the game is undergoing maintenance. Please try again later."
"FlyText_InvalidTribeDescription "," وصف القبيلة لا يمكن أن يحتوي على أحرف غير صالحة!"," Tribe description can not contain invalid characters!"
"BtnSelectRow "," اختر الصف"," Select Row"
"BtnRotateRow "," تدوير الصف"," Rotate Row"
"BRONZE_NAME "," الجربوع"," Gerbil"
"SILVER_NAME "," العقرب"," Scorpion"
"GOLD_NAME "," الثعلب"," Fox"
"CRYSTAL_NAME "," الجمل"," Camel"
"MASTER_NAME "," الحصان"," Horse"
"CHAMPION_NAME "," الصقر"," Falcon"
"PopupMyLeague_ChangeLeague_PromotedTitle "," لقد تمت ترقيتك!"," You've been promoted!"
"PopupMyLeague_ChangeLeague_DemotedTitle "," لقد تم تخفيض رتبتك!"," You've been demoted!"
"PopupMyLeague_ChangeLeague_NewLevelText "," مستوى جديد:"," New Level:"
"PopupMyLeague_ChangeLeague_LootBonusInfo "," في الدوري الجديد، عند الفوز ستنال على المكافآت التالية:"," In your new league, winning matches will give you a loot bonus of:"
"PopupMyLeague_LeagueInfo_Title "," ترقى في البطولات لتنال على مكافآت أكثر!"," Climb up the Leagues for a bigger Loot Bonus!"
"PopupMyLeague_LeagueInfo_LootBonusInfo "," في دوري الصقر المكافآت هي:"," In Falcon League, the loot bonus is:"
"PopupMyLeague_LeagueInfo_LeagueLevelsText "," مستويات الدوري"," League Levels"
"PopupMyLeague_LeagueInfo_DivisionsText "," أقسام"," Divisions"
"PopupMyLeague_NoLeague_Title "," اهجم على أي لاعب لدخول الدوري"," Attack any player village to enter a League"
"PopupMyLeague_NoLeague_Info1 "," عدد خناجرك بعد كل هجمة يحدد مستواك في الدوري"," Your dagger count after the match determines your League level"
"PopupMyLeague_NoLeague_Info2 "," كل موسم للدوري يستمر لمدة أسبوعين"," Each League Season lasts for two weeks"
"Achievements_largerchests_FinishLabel "," أعلى مستوى لخزانة الذهب:"," Highest Gold Chest level:"
"Achievements_getthosesalukis_FinishLabel "," عدد الأهله على خريطة الحروب الانفرادية:"," Crescents in Campaign Map:"
"Achievements_biggerbetter_FinishLabel "," مستوى الديوان الحالي:"," Current Diwan level:"
"Achievements_cleantidy_FinishLabel "," مجموع العقبات المزالة:"," Total obstacles removed:"
"Achievements_releasethearchers_FinishLabel "," اطلق ~unitName~ في ساحة التدريب"," Unlock ~unitName~ in the Training Grounds"
"Achievements_seizegold_FinishLabel "," إجمالي الذهب المحصول عليه:"," Total Gold looted:"
"Achievements_watermirage_FinishLabel "," إجمالي الماء المحصول عليه:"," Total Water looted:"
"Achievements_victoryblitz_FinishLabel "," عدد خناجرك القياسي:"," Dagger record:"
"Achievements_tribebuilder_FinishLabel "," مستوى مجلس القبيلة الحالي:"," Current Tribe Majlis level:"
"Achievements_walldestroyer_FinishLabel "," عدد الجدران التي دمرت:"," Total walls destroyed:"
"Achievements_nomercy_FinishLabel "," عدد الدواوين التي دمرت:"," Total Diwans destroyed:"
"Achievements_toolbuster_FinishLabel "," عدد أكواخ البنايين التي دمرت:"," Total Carpenter's Huts destroyed:"
"Achievements_victor_FinishLabel "," إجمالي الهجمات المكسوبه:"," Total win battles:"
"Achievements_toughassteel_FinishLabel "," إجمالي الدفاعات الناجحة:"," Total successfully defended:"
"Achievements_donatordominator_FinishLabel "," إجمالي الجيوش المتبرع بها:"," Total capacity donated:"
"Achievements_catapultwrecker_FinishLabel "," إجمالي المنجنيق المدمرة:"," Total Catapults destroyed:"
"Achievements_oilsting_FinishLabel "," إجمالي النفط المحصول عليه:"," Total Oil looted:"
"WaitForResetPasswordText "," بانتظار إعادة تعيين كلمة المرور"," Waiting for password reset"
"Return_Home_To_Donate "," عد إلى قريتك للتبرع!"," Return to your village to donate!"
"InfoBarRow_DAMAGE "," الضرر: ~firstValue~~connectCharacter~~secondValue~"," Damage: ~firstValue~~connectCharacter~~secondValue~"
"InfoBarRow_DAMAGE_AREA "," منطقة الضرر: ~firstValue~~connectCharacter~~secondValue~ مربع~"," Damage area: ~firstValue~~connectCharacter~~secondValue~ Tiles"
"InfoBarRow_REARM_COST "," كلفة إعادة التسليح: ~firstValue~~connectCharacter~~secondValue~"," Re-arm cost: ~firstValue~~connectCharacter~~secondValue~"
"PopupInfo_CommonInfo_Defense_Label5 "," مساحة الضرب:"," Trigger Radius:"
"Tipbox_BtnViewProfile "," البيانات الشخصية"," Profile"
"PopupInfo_CommonInfo_Defense_Label6 "," مساحة الضرر:"," Damage Radius:"
"PopupViewProfile_Title "," البيانات الشخصية"," Player Profile"
"PopupViewProfile_Top_AttackWon "," الهجمات المكسوبه"," Attacks Won"
"PopupViewProfile_Top_DefenseWon "," الدفاعات الناجحة"," Defenses Won"
"PopupMyLeague_LeagueInfo_SeasonTime "," ينتهي الدوري بعد: ~time~"," Season ends in: ~time~"
"PopupMyLeague_NotEnoughTrophyToJoinLeague_Label1 "," جمع ~number~ خنجر للانضمام الى الدوري"," Collect ~number~ daggers to join a League"
"PopupMyLeague_NotEnoughTrophyToJoinLeague_Label2 "," مشاركتك في الدوري تمنحك مكافآت بعد كل إنتصار!"," Being in a League gives you a Loot Bonus for every victory!"
"BuildingInfo_FavoriteTarget "," ~unitName~ (الضرر × ~value~)"," ~unitName~ (Damage x ~value~)"
"Device_not_enough_space "," ليس لديك مساحة تخزين كافية في الجهاز. حرر بعض المساحة وحاول مرة أخرى."," Not enough storage space on device. Clear some space and try again."
"UIPopupConfirm_Title_CancelNewBuilding "," هل تريد أن توقف البناء؟"," Stop construction?"
"UIPopupConfirm_Title_CancelUpgradingBuilding "," هل تريد أن توقف التطوير؟"," Stop upgrade?"
"NotEnough_Label_FinishNewBuildingNow "," هل تريد إكمال بناء ~name~ بقيمة ~resourceType~ ~price~؟"," Do you want to finish the construction of ~name~ for ~price~ ~resourceType~?"
"Cant_Kick_Member_When_Visit "," لا يمكنك طرد لاعب أثناء الزيارة"," You can’t kick player while visiting"
"UIPopupConfirm_Title_UpgradeWalls "," طور الجدران"," Upgrade walls"
"UIPopupConfirm_UpgradeWalls "," هل تريد أن تطور الجدران المختارة ب ~price~ من ~resourceType~؟"," Do you really want to upgrade the selected walls for ~price~ ~resourceType~?"
"UIPopupConfirm_Title_Rearm_All_Traps "," قم بإعادة تسليح كل فخ"," Re-arm all traps"
"UIPopupConfirm_Rearm_All_Traps "," هل تريد إعادة تسليح كل فخ ب-~price~ من الذهب؟"," Do you really want to re-arm all traps for ~price~ Gold?"
"FlyText_AllTrapRearmed "," جميع الفخاخ مسلحة"," All traps are re-armed!"
